Scans_used
12900
12901
12908
12910
12911
12912
12913
12917
12918
12919
12920
12922
12923
12924
12926
12927
12928
12929
12933
12935
12936
12938
12939
12940
12943
12944
12950
12951
12953
12955
12956
12958
12960
12962
12963
12965
12966
12967
12968
12970
12972
12973
12974
12976
12978
12979
12980
12986
12987
12992
12993
12994
12995
12996
12999
13001
13003
13005
13006
13008
13010
13012
13013
13015
13016
13018
13019
13021
13024
13025
13035
13036
13037
13038
13041
13042
13043
13046
13047
13048
13054
13056
13058
13062
13064
13066
13067
13069
13070
13071
13073
13075
13078
13086
13087
13091
13108
13109
13113
13121
13124
13128
13133
13139
13144
13150
13153
13156
13160
13162
13165
13168
13169
13180
13181
13182
13184
13186
13190
13194
13195
13210
13212
13218
13220
13221
13225
13227
13229
13230
13233
13239
13254
13259
13265
13266
13268
13272
13273
13276
13277
13280
13282
13288
13297
13299
13304
13305
13306
13311
13314
13322
13324
13329
13332
13334
13335
13336
13341
13342
13343
13346
13348
13351
13353
13359
13365
13372
13376
13381
13382
13383
13386
13387
13404
13413
13414
13416
13417
13421
13422
13425
13434
13438
13442
13444
13455
13458
13461
13462
13467
13472
13473
13476
13479
13484
13485
13495
13503
13515
13517
13526
13529
13531
13533
13537
13538
13541
13544
13551
13552
13557
13560
13562
13567
13574
13575
13576
13579
13580
13584
13585
13586
13587
13596
13598
13602
13608
13610
13624
13625
13628
13630
13631
13640
13646
13653
13660
13661
13676
13681
13683
13684
13685
13692
13694
13696
13697
13708
13713
13715
13716
13720
13725
13726
13733
13734
13736
13742
13748
13750
13755
13756
13757
13759
13761
13764
13766
13772
13774
13776
13784
13789
13792
13796
13797
13798
13799
13801
13819
13820
13821
13823
13824
13830
13833
13835
13843
13846
13852
13859
13870
13871
13873
13876
13878
13880
13890
13894
13898
13900
13903
13910
13915
13918
13930
13932
13936
13938
13943
13949
13950
13956
13961
13970
13976
13979
13986
13988
13991
13992
13994
14017
14018
14030
14033
14036
14037
14038
14045
14052
14055
14058
14063
14066
14072
14084
14086
14087
14089
14090
14091
14098
14100
14104
14106
14120
14123
14124
14126
14128
14130
14139
14140
14141
14148
14154
14157
14168
14176
14177
14185
14189
14196
14197
14199
14200
14201
14203
14212
14220
14222
14223
14238
14244
14250
14259
14261
14270
14271
14276
14278
14281
14282
14283
14286
14288
14299
14301
14304
14307
14309
14314
14321
14325
14326
14327
14328
14334
14337
14340
14341
14350
14358
14365
14366
14367
14374
14383
14385
14388
14398
14400
14407
14410
14413
14416
14420
14422
14433
14455
14463
14466
14468
14469
14471
14476
14477
14478
14480
14482
14488
14492
14498
14501
14502
14505
14507
14511
14512
14513
14518
14535
14538
14539
14547
14549
14567
14569
14573
14610
14612
14613
14614
14616
14620
14626
14631
14632
14633
14635
14640
14642
14653
14662
14663
14664
14675
14684
14694
14696
14697
14698
14714
14730
14731
14734
14735
14747
14755
14760
14761
14763
14779
14781
14791
14792
14793
14794
14798
14802
14803
14804
14807
14810
14811
14812
14818
14819
14823
14829
14834
14835
14838
14842
14843
14844
14845
14846
14847
14852
14854
14857
14861
14865
14866
14867
14877
14880
14883
14885
14890
14897
14898
14900
14903
14905
14911
14912
14914
14917
14919
14923
14925
14946
14947
14949
14951
14953
14957
14959
14962
14967
14970
14973
14975
14978
14980
14983
14984
14987
15007
15015
15018
15021
15022
15023
15026
15032
15033
15035
15037
15040
15069
15076
15084
15105
15126
15130
15149
15153
15157
15161
15180
15181
15183
15188
15193
15205
15207
15211
15213
15215
15218
15233
15239
15241
15242
15243
15246
15249
15251
15270
15273
15279
15280
15281
15285
15286
15287
15289
15290
15293
15295
15300
15301
15303
15308
15313
15317
15320
15321
15322
15332
15347
15348
15352
15356
15364
15379
15381
15382
15386
15388
15389
15390
15391
15399
15406
15410
15420
15421
15428
15437
15441
15458
15459
15462
15470
15471
15485
15487
15496
15497
15499
15502
15509
15511
15521
15522
15526
15530
15534
15537
15538
15539
15541
15543
15544
15550
15554
15555
15561
15564
15567
15570
15574
15581
15582
15586
15590
15594
15596
15600
15606
15609
15611
15613
15615
15617
15618
15625
15630
15632
15633
15634
15636
15641
15643
15646
15650
15651
15653
15654
15655
15659
15660
15664
15666
15669
15671
15673
15676
15679
15688
15691
15692
15695
15696
15697
15701
15705
15708
15714
15717
15718
15721
15725
15726
15727
15740
15745
15747
15755
15758
15759
15766
15772
15781
15782
15787
15793
15798
15803
15808
15810
15820
15832
15841
15843
15845
15849
15850
15851
15854
15857
15865
15877
15881
15887
15896
15906
15907
15914
15917
15928
15931
15933
15941
15945
15946
15965
15978
15983
15996
16003
16020
16024
16037
16041
16045
16049
16056
16058
16064
16072
16075
16089
16101
16102
16103
16108
16110
16124
16132
16138
16152
16159
16160
16163
16167
16176
16178
16186
16187
16196
16200
16205
16214
16216
16224
16232
16242
16243
16248
16251
16253
16256
16260
16265
16266
16268
16271
16279
16296
16299
16300
16310
16344
16346
16361
16365
16368
16370
16375
16382
16384
16385
16387
16388
16389
16391
16392
16393
16394
16395
16400
16401
16402
16404
16405
16407
16409
16410
16412
16413
16415
16418
16419
16421
16422
16424
16427
16428
16430
16434
16439
16442
16443
16444
16446
16448
16449
16453
16455
16458
16459
16461
16466
16468
16470
16471
16475
16485
16486
16490
16491
16499
16502
16503
16508
16510
16511
16515
16519
16524
16526
16527
16529
16530
16536
16537
16540
16543
16544
16546
16547
16550
16551
16552
16553
16554
16557
16558
16559
16560
16561
16562
16564
16565
16573
16574
16577
16580
16582
16584
16586
16588
16589
16595
16596
16599
16602
16604
16605
16607
16609
16610
16614
16615
16618
16619
16620
16621
16622
16623
16624
16625
16630
16631
16635
16636
16637
16638
16640
16641
16644
16645
16648
16649
16651
16654
16659
16660
16661
16662
16665
16667
16671
16673
16675
16676
16680
16684
16685
16686
16689
16691
16693
16694
16696
16698
16700
16701
16702
16707
16708
16709
16711
16712
16716
16717
16718
16721
16722
16723
16724
16726
16727
16728
16730
16731
16732
16733
16734
16736
16739
16743
16744
16749
16752
16753
16755
16756
16759
16760
16761
16764
16766
16767
16768
16769
16772
16774
16775
16776
16777
16778
16779
16780
16781
16782
16783
16785
16788
16790
16791
16793
16795
16796
16797
16798
16799
16802
16806
16807
16810
16812
16816
16818
16821
16824
16825
16827
16830
16832
16837
16840
16841
16842
16846
16847
16848
16852
16854
16855
16856
16859
16860
16861
16863
16867
16870
16877
16880
16881
16882
16885
16886
16888
16890
16891
16894
16899
16900
16901
16902
16906
16907
16908
16909
16915
16916
16917
16918
16919
16920
16921
16922
16925
16926
16928
16929
16931
16935
16936
16937
16938
16941
16946
16949
16952
16953
16954
16956
16957
16961
16968
16969
16970
16973
16975
16977
16979
16980
16985
16986
16989
16990
16991
16992
16993
16994
17001
17002
17004
17005
17007
17008
17010
17011
17014
17015
17016
17017
17018
17021
17023
17024
17025
17028
17029
17030
17032
17035
17036
17038
17040
17041
17043
17046
17047
17048
17049
17050
17053
17056
17059
17063
17069
17070
17071
17072
17073
17076
17077
17078
17081
17084
17092
17095
17096
17098
17102
17104
17108
17111
17112
17117
17120
17123
17125
17126
17130
17132
17133
17135
17136
17140
17141
17142
17146
17147
17150
17154
17156
17157
17159
17160
17161
17162
17165
17166
17168
17169
17170
17172
17173
17174
17176
17179
17180
17181
17182
17183
17184
17185
17189
17190
17195
17200
17201
17203
17205
17209
17212
17214
